"CURSO";"N° QUESTÃO";"N° ACERTOS";"N° ERROS";"NOME PROVA";"OPÇÃO LÍNGUA"
"ENC1AM-RJA -  Algorítimos e Lógica de Programação";"7";"1";"9";"Prova Objetiva";" - "
"ENC1AM-RJA -  Algorítimos e Lógica de Programação";"8";"1";"9";"Prova Objetiva";" - "
"ENC1AM-RJB - Algorítimos e Lógica de Programação";"1";"1";"9";"Prova Objetiva";" - "
"ENC1AM-RJB - Algorítimos e Lógica de Programação";"2";"4";"6";"Prova Objetiva";" - "
"ENC1AM-RJB - Algorítimos e Lógica de Programação";"3";"7";"3";"Prova Objetiva";" - "
"ENC1AM-RJB - Algorítimos e Lógica de Programação";"4";"3";"7";"Prova Objetiva";" - "
"ENC1AM-RJB - Algorítimos e Lógica de Programação";"5";"5";"5";"Prova Objetiva";" - "
"ENC1AM-RJB - Algorítimos e Lógica de Programação";"6";"8";"2";"Prova Objetiva";" - "
"ENC1AM-RJB - Algorítimos e Lógica de Programação";"7";"1";"9";"Prova Objetiva";" - "
"ENC1AM-RJB - Algorítimos e Lógica de Programação";"8";"0";"10";"Prova Objetiva";" - "
"EGM1BM- RJA - Algoritmos e Técnicas de Programação";"1";"2";"5";"Prova Objetiva";" - "
"EGM1BM- RJA - Algoritmos e Técnicas de Programação";"2";"1";"6";"Prova Objetiva";" - "
"EGM1BM- RJA - Algoritmos e Técnicas de Programação";"3";"4";"3";"Prova Objetiva";" - "
"EGM1BM- RJA - Algoritmos e Técnicas de Programação";"4";"1";"6";"Prova Objetiva";" - "
"EGM1BM- RJA - Algoritmos e Técnicas de Programação";"5";"2";"5";"Prova Objetiva";" - "
"EGM1BM- RJA - Algoritmos e Técnicas de Programação";"6";"5";"2";"Prova Objetiva";" - "
"EGM1BM- RJA - Algoritmos e Técnicas de Programação";"7";"1";"6";"Prova Objetiva";" - "
"EGM1BM- RJA - Algoritmos e Técnicas de Programação";"8";"2";"5";"Prova Objetiva";" - "
"ENC1BM-RJA - Algoritmos e Técnicas de Programação";"1";"8";"3";"Prova Objetiva";" - "
"ENC1BM-RJA - Algoritmos e Técnicas de Programação";"2";"4";"7";"Prova Objetiva";" - "
"ENC1BM-RJA - Algoritmos e Técnicas de Programação";"3";"8";"3";"Prova Objetiva";" - "
"ENC1BM-RJA - Algoritmos e Técnicas de Programação";"4";"7";"4";"Prova Objetiva";" - "
"ENC1BM-RJA - Algoritmos e Técnicas de Programação";"5";"6";"5";"Prova Objetiva";" - "
"ENC1BM-RJA - Algoritmos e Técnicas de Programação";"6";"10";"1";"Prova Objetiva";" - "
"ENC1BM-RJA - Algoritmos e Técnicas de Programação";"7";"4";"7";"Prova Objetiva";" - "
"ENC1BM-RJA - Algoritmos e Técnicas de Programação";"8";"7";"4";"Prova Objetiva";" - "
"ENC1BN-BRA - Algoritmos e Técnicas de Programação";"1";"5";"1";"Prova Objetiva";" - "
"ENC1BN-BRA - Algoritmos e Técnicas de Programação";"2";"3";"3";"Prova Objetiva";" - "
"ENC1BN-BRA - Algoritmos e Técnicas de Programação";"3";"3";"3";"Prova Objetiva";" - "
"ENC1BN-BRA - Algoritmos e Técnicas de Programação";"4";"5";"1";"Prova Objetiva";" - "
"ENC1BN-BRA - Algoritmos e Técnicas de Programação";"5";"4";"2";"Prova Objetiva";" - "
"ENC1BN-BRA - Algoritmos e Técnicas de Programação";"6";"5";"1";"Prova Objetiva";" - "
"ENC1BN-BRA - Algoritmos e Técnicas de Programação";"7";"3";"3";"Prova Objetiva";" - "
"ENC1BN-BRA - Algoritmos e Técnicas de Programação";"8";"0";"6";"Prova Objetiva";" - "
"EGM1BN-BRA - Algoritmos e Técnicas de Programação";"1";"5";"5";"Prova Objetiva";" - "
"EGM1BN-BRA - Algoritmos e Técnicas de Programação";"2";"9";"1";"Prova Objetiva";" - "
"EGM1BN-BRA - Algoritmos e Técnicas de Programação";"3";"3";"7";"Prova Objetiva";" - "
"EGM1BN-BRA - Algoritmos e Técnicas de Programação";"4";"7";"3";"Prova Objetiva";" - "
"EGM1BN-BRA - Algoritmos e Técnicas de Programação";"5";"6";"4";"Prova Objetiva";" - "
"EGM1BN-BRA - Algoritmos e Técnicas de Programação";"6";"8";"2";"Prova Objetiva";" - "
"EGM1BN-BRA - Algoritmos e Técnicas de Programação";"7";"2";"8";"Prova Objetiva";" - "
"EGM1BN-BRA - Algoritmos e Técnicas de Programação";"8";"3";"7";"Prova Objetiva";" - "
"EPR1BN-RJA - Algoritmos e Técnicas de Programação";"1";"9";"8";"Prova Objetiva";" - "
"EPR1BN-RJA - Algoritmos e Técnicas de Programação";"2";"13";"4";"Prova Objetiva";" - "
"EPR1BN-RJA - Algoritmos e Técnicas de Programação";"3";"3";"14";"Prova Objetiva";" - "
"EPR1BN-RJA - Algoritmos e Técnicas de Programação";"4";"8";"9";"Prova Objetiva";" - "
"EPR1BN-RJA - Algoritmos e Técnicas de Programação";"5";"6";"11";"Prova Objetiva";" - "
"EPR1BN-RJA - Algoritmos e Técnicas de Programação";"6";"8";"9";"Prova Objetiva";" - "
"EPR1BN-RJA - Algoritmos e Técnicas de Programação";"7";"4";"13";"Prova Objetiva";" - "
"EPR1BN-RJA - Algoritmos e Técnicas de Programação";"8";"2";"15";"Prova Objetiva";" - "
"ENQ1BN-RJA - Algoritmos e Técnicas de Programação";"1";"7";"1";"Prova Objetiva";" - "
"ENQ1BN-RJA - Algoritmos e Técnicas de Programação";"2";"7";"1";"Prova Objetiva";" - "
"ENQ1BN-RJA - Algoritmos e Técnicas de Programação";"3";"4";"4";"Prova Objetiva";" - "
"ENQ1BN-RJA - Algoritmos e Técnicas de Programação";"4";"1";"7";"Prova Objetiva";" - "
"ENQ1BN-RJA - Algoritmos e Técnicas de Programação";"5";"1";"7";"Prova Objetiva";" - "
"ENQ1BN-RJA - Algoritmos e Técnicas de Programação";"6";"8";"0";"Prova Objetiva";" - "
"ENE1BN-RJA - Algoritmos e Técnicas de Programação";"1";"6";"3";"Prova Objetiva";" - "
"ENE1BN-RJA - Algoritmos e Técnicas de Programação";"2";"7";"2";"Prova Objetiva";" - "
"ENE1BN-RJA - Algoritmos e Técnicas de Programação";"3";"2";"7";"Prova Objetiva";" - "
"ENE1BN-RJA - Algoritmos e Técnicas de Programação";"4";"5";"4";"Prova Objetiva";" - "
"ENE1BN-RJA - Algoritmos e Técnicas de Programação";"5";"6";"3";"Prova Objetiva";" - "
"ENE1BN-RJA - Algoritmos e Técnicas de Programação";"6";"5";"4";"Prova Objetiva";" - "
"ENC1BN-RJA - Algoritmos e Técnicas de Programação";"1";"3";"5";"Prova Objetiva";" - "
"ENC1BN-RJA - Algoritmos e Técnicas de Programação";"2";"7";"1";"Prova Objetiva";" - "
"ENC1BN-RJA - Algoritmos e Técnicas de Programação";"3";"3";"5";"Prova Objetiva";" - "
"ENC1BN-RJA - Algoritmos e Técnicas de Programação";"4";"4";"4";"Prova Objetiva";" - "
"ENC1BN-RJA - Algoritmos e Técnicas de Programação";"5";"3";"5";"Prova Objetiva";" - "
"ENC1BN-RJA - Algoritmos e Técnicas de Programação";"6";"5";"3";"Prova Objetiva";" - "
"ECP1BN-RJA - Algoritmos e Técnicas de Programação";"1";"3";"2";"Prova Objetiva";" - "
"ECP1BN-RJA - Algoritmos e Técnicas de Programação";"2";"5";"0";"Prova Objetiva";" - "
"ECP1BN-RJA - Algoritmos e Técnicas de Programação";"3";"3";"2";"Prova Objetiva";" - "
"ECP1BN-RJA - Algoritmos e Técnicas de Programação";"4";"3";"2";"Prova Objetiva";" - "
"ECP1BN-RJA - Algoritmos e Técnicas de Programação";"5";"3";"2";"Prova Objetiva";" - "
"ECP1BN-RJA - Algoritmos e Técnicas de Programação";"6";"4";"1";"Prova Objetiva";" - "
"ECP1BN-RJA - Algoritmos e Técnicas de Programação";"7";"3";"2";"Prova Objetiva";" - "
"ECP1BN-RJA - Algoritmos e Técnicas de Programação";"8";"2";"3";"Prova Objetiva";" - "
"ECA1BN-RJA - Algoritmos e Técnicas de Programação";"1";"4";"4";"Prova Objetiva";" - "
"ECA1BN-RJA - Algoritmos e Técnicas de Programação";"2";"8";"0";"Prova Objetiva";" - "
"ECA1BN-RJA - Algoritmos e Técnicas de Programação";"3";"5";"3";"Prova Objetiva";" - "
"ECA1BN-RJA - Algoritmos e Técnicas de Programação";"4";"3";"5";"Prova Objetiva";" - "
"ECA1BN-RJA - Algoritmos e Técnicas de Programação";"5";"2";"6";"Prova Objetiva";" - "
"ECA1BN-RJA - Algoritmos e Técnicas de Programação";"6";"7";"1";"Prova Objetiva";" - "
"ECA1BN-RJA - Algoritmos e Técnicas de Programação";"7";"4";"4";"Prova Objetiva";" - "
"ECA1BN-RJA - Algoritmos e Técnicas de Programação";"8";"2";"6";"Prova Objetiva";" - "
"EAM1BN-RJA - Algoritmos e Técnicas de Programação Teórica";"1";"2";"6";"Prova Objetiva";" - "
"EAM1BN-RJA - Algoritmos e Técnicas de Programação Teórica";"2";"4";"4";"Prova Objetiva";" - "
"EAM1BN-RJA - Algoritmos e Técnicas de Programação Teórica";"3";"2";"6";"Prova Objetiva";" - "
"EAM1BN-RJA - Algoritmos e Técnicas de Programação Teórica";"4";"2";"6";"Prova Objetiva";" - "
"EAM1BN-RJA - Algoritmos e Técnicas de Programação Teórica";"5";"3";"5";"Prova Objetiva";" - "
"EAM1BN-RJA - Algoritmos e Técnicas de Programação Teórica";"6";"5";"3";"Prova Objetiva";" - "
"EAM1BN-RJA - Algoritmos e Técnicas de Programação Teórica";"7";"2";"6";"Prova Objetiva";" - "
"EAM1BN-RJA - Algoritmos e Técnicas de Programação Teórica";"8";"2";"6";"Prova Objetiva";" - "
"EAM1AN-RJA - Algorítimos e Lógica de Programação Teórica";"1";"1";"6";"Prova Objetiva";" - "
"EAM1AN-RJA - Algorítimos e Lógica de Programação Teórica";"2";"4";"3";"Prova Objetiva";" - "
"EAM1AN-RJA - Algorítimos e Lógica de Programação Teórica";"3";"1";"6";"Prova Objetiva";" - "
"EAM1AN-RJA - Algorítimos e Lógica de Programação Teórica";"4";"2";"5";"Prova Objetiva";" - "
"EAM1AN-RJA - Algorítimos e Lógica de Programação Teórica";"5";"2";"5";"Prova Objetiva";" - "
"EAM1AN-RJA - Algorítimos e Lógica de Programação Teórica";"6";"5";"2";"Prova Objetiva";" - "
"EAM1AN-RJA - Algorítimos e Lógica de Programação Teórica";"7";"1";"6";"Prova Objetiva";" - "
"EAM1AN-RJA - Algorítimos e Lógica de Programação Teórica";"8";"0";"7";"Prova Objetiva";" - "
"ECA1AN-RJA - Algorítimos e Lógica de Programação";"1";"8";"3";"Prova Objetiva";" - "
"ECA1AN-RJA - Algorítimos e Lógica de Programação";"2";"11";"0";"Prova Objetiva";" - "
"ECA1AN-RJA - Algorítimos e Lógica de Programação";"3";"7";"4";"Prova Objetiva";" - "
"ECA1AN-RJA - Algorítimos e Lógica de Programação";"4";"6";"5";"Prova Objetiva";" - "
"ECA1AN-RJA - Algorítimos e Lógica de Programação";"5";"9";"2";"Prova Objetiva";" - "
"ECA1AN-RJA - Algorítimos e Lógica de Programação";"6";"7";"4";"Prova Objetiva";" - "
"ECA1AN-RJA - Algorítimos e Lógica de Programação";"7";"4";"7";"Prova Objetiva";" - "
"ECA1AN-RJA - Algorítimos e Lógica de Programação";"8";"2";"9";"Prova Objetiva";" - "
"ECP1AN-RJA - Algorítimos e Lógica de Programação";"1";"4";"6";"Prova Objetiva";" - "
"ECP1AN-RJA - Algorítimos e Lógica de Programação";"2";"9";"1";"Prova Objetiva";" - "
"ECP1AN-RJA - Algorítimos e Lógica de Programação";"3";"3";"7";"Prova Objetiva";" - "
"ECP1AN-RJA - Algorítimos e Lógica de Programação";"4";"5";"5";"Prova Objetiva";" - "
"ECP1AN-RJA - Algorítimos e Lógica de Programação";"5";"2";"8";"Prova Objetiva";" - "
"ECP1AN-RJA - Algorítimos e Lógica de Programação";"6";"7";"3";"Prova Objetiva";" - "
"ECP1AN-RJA - Algorítimos e Lógica de Programação";"7";"6";"4";"Prova Objetiva";" - "
"ECP1AN-RJA - Algorítimos e Lógica de Programação";"8";"3";"7";"Prova Objetiva";" - "
"EGM1AN-RJC - Algorítimos e Lógica de Programação ";"1";"7";"4";"Prova Objetiva";" - "
"EGM1AN-RJC - Algorítimos e Lógica de Programação ";"2";"9";"2";"Prova Objetiva";" - "
"EGM1AN-RJC - Algorítimos e Lógica de Programação ";"3";"1";"10";"Prova Objetiva";" - "
"EGM1AN-RJC - Algorítimos e Lógica de Programação ";"4";"2";"9";"Prova Objetiva";" - "
"EGM1AN-RJC - Algorítimos e Lógica de Programação ";"5";"6";"5";"Prova Objetiva";" - "
"EGM1AN-RJC - Algorítimos e Lógica de Programação ";"6";"6";"5";"Prova Objetiva";" - "
"EGM1AN-RJC - Algorítimos e Lógica de Programação ";"7";"4";"7";"Prova Objetiva";" - "
"EGM1AN-RJC - Algorítimos e Lógica de Programação ";"8";"4";"7";"Prova Objetiva";" - "
"EGM1AN-RJD - Algorítimos e Lógica de Programação";"1";"2";"7";"Prova Objetiva";" - "
"EGM1AN-RJD - Algorítimos e Lógica de Programação";"2";"2";"7";"Prova Objetiva";" - "
"EGM1AN-RJD - Algorítimos e Lógica de Programação";"3";"1";"8";"Prova Objetiva";" - "
"EGM1AN-RJD - Algorítimos e Lógica de Programação";"4";"2";"7";"Prova Objetiva";" - "
"EGM1AN-RJD - Algorítimos e Lógica de Programação";"5";"1";"8";"Prova Objetiva";" - "
"EGM1AN-RJD - Algorítimos e Lógica de Programação";"6";"5";"4";"Prova Objetiva";" - "
"EGM1AN-RJD - Algorítimos e Lógica de Programação";"7";"2";"7";"Prova Objetiva";" - "
"EGM1AN-RJD - Algorítimos e Lógica de Programação";"8";"0";"9";"Prova Objetiva";" - "
"ENC1AN-RJC - Algorítimos e Lógica de Programação";"1";"6";"4";"Prova Objetiva";" - "
"ENC1AN-RJC - Algorítimos e Lógica de Programação";"2";"7";"3";"Prova Objetiva";" - "
"ENC1AN-RJC - Algorítimos e Lógica de Programação";"3";"3";"7";"Prova Objetiva";" - "
"ENC1AN-RJC - Algorítimos e Lógica de Programação";"4";"0";"10";"Prova Objetiva";" - "
"ENC1AN-RJC - Algorítimos e Lógica de Programação";"5";"3";"7";"Prova Objetiva";" - "
"ENC1AN-RJC - Algorítimos e Lógica de Programação";"6";"4";"6";"Prova Objetiva";" - "
"ENC1AN-RJC - Algorítimos e Lógica de Programação";"7";"2";"8";"Prova Objetiva";" - "
"ENC1AN-RJC - Algorítimos e Lógica de Programação";"8";"1";"9";"Prova Objetiva";" - "
"ENC1AN-RJD - Algorítimos e Lógica de Programação";"1";"8";"3";"Prova Objetiva";" - "
"ENC1AN-RJD - Algorítimos e Lógica de Programação";"2";"9";"2";"Prova Objetiva";" - "
"ENC1AN-RJD - Algorítimos e Lógica de Programação";"3";"4";"7";"Prova Objetiva";" - "
"ENC1AN-RJD - Algorítimos e Lógica de Programação";"4";"4";"7";"Prova Objetiva";" - "
"ENC1AN-RJD - Algorítimos e Lógica de Programação";"5";"3";"8";"Prova Objetiva";" - "
"ENC1AN-RJD - Algorítimos e Lógica de Programação";"6";"10";"1";"Prova Objetiva";" - "
"ENC1AN-RJD - Algorítimos e Lógica de Programação";"7";"4";"7";"Prova Objetiva";" - "
"ENC1AN-RJD - Algorítimos e Lógica de Programação";"8";"2";"9";"Prova Objetiva";" - "
"ENC1AN-RJG - Algorítimos e Lógica de Programação";"1";"8";"3";"Prova Objetiva";" - "
"ENC1AN-RJG - Algorítimos e Lógica de Programação";"2";"8";"3";"Prova Objetiva";" - "
"ENC1AN-RJG - Algorítimos e Lógica de Programação";"3";"2";"9";"Prova Objetiva";" - "
"ENC1AN-RJG - Algorítimos e Lógica de Programação";"4";"2";"9";"Prova Objetiva";" - "
"ENC1AN-RJG - Algorítimos e Lógica de Programação";"5";"4";"7";"Prova Objetiva";" - "
"ENC1AN-RJG - Algorítimos e Lógica de Programação";"6";"7";"4";"Prova Objetiva";" - "
"ENC1AN-RJG - Algorítimos e Lógica de Programação";"7";"2";"9";"Prova Objetiva";" - "
"ENC1AN-RJG - Algorítimos e Lógica de Programação";"8";"3";"8";"Prova Objetiva";" - "
"ENE1AN-RJA - Algorítimos e Lógica de Programação ";"1";"5";"6";"Prova Objetiva";" - "
"ENE1AN-RJA - Algorítimos e Lógica de Programação ";"2";"9";"2";"Prova Objetiva";" - "
"ENE1AN-RJA - Algorítimos e Lógica de Programação ";"3";"0";"11";"Prova Objetiva";" - "
"ENE1AN-RJA - Algorítimos e Lógica de Programação ";"4";"2";"9";"Prova Objetiva";" - "
"ENE1AN-RJA - Algorítimos e Lógica de Programação ";"5";"4";"7";"Prova Objetiva";" - "
"ENE1AN-RJA - Algorítimos e Lógica de Programação ";"6";"6";"5";"Prova Objetiva";" - "
"ENE1AN-RJB - Algorítimos e Lógica de Programação";"1";"4";"5";"Prova Objetiva";" - "
"ENE1AN-RJB - Algorítimos e Lógica de Programação";"2";"5";"4";"Prova Objetiva";" - "
"ENE1AN-RJB - Algorítimos e Lógica de Programação";"3";"5";"4";"Prova Objetiva";" - "
"ENE1AN-RJB - Algorítimos e Lógica de Programação";"4";"6";"3";"Prova Objetiva";" - "
"ENE1AN-RJB - Algorítimos e Lógica de Programação";"5";"4";"5";"Prova Objetiva";" - "
"ENE1AN-RJB - Algorítimos e Lógica de Programação";"6";"5";"4";"Prova Objetiva";" - "
"ENQ1AN-RJA - Algorítimos e Lógica de Programação";"1";"10";"3";"Prova Objetiva";" - "
"ENQ1AN-RJA - Algorítimos e Lógica de Programação";"2";"13";"0";"Prova Objetiva";" - "
"ENQ1AN-RJA - Algorítimos e Lógica de Programação";"3";"3";"10";"Prova Objetiva";" - "
"ENQ1AN-RJA - Algorítimos e Lógica de Programação";"4";"6";"7";"Prova Objetiva";" - "
"ENQ1AN-RJA - Algorítimos e Lógica de Programação";"5";"6";"7";"Prova Objetiva";" - "
"ENQ1AN-RJA - Algorítimos e Lógica de Programação";"6";"9";"4";"Prova Objetiva";" - "
"EPR1AN-RJA - Algorítimos e Lógica de Programação";"1";"3";"8";"Prova Objetiva";" - "
"EPR1AN-RJA - Algorítimos e Lógica de Programação";"2";"3";"8";"Prova Objetiva";" - "
"EPR1AN-RJA - Algorítimos e Lógica de Programação";"3";"2";"9";"Prova Objetiva";" - "
"EPR1AN-RJA - Algorítimos e Lógica de Programação";"4";"1";"10";"Prova Objetiva";" - "
"EPR1AN-RJA - Algorítimos e Lógica de Programação";"5";"3";"8";"Prova Objetiva";" - "
"EPR1AN-RJA - Algorítimos e Lógica de Programação";"6";"4";"7";"Prova Objetiva";" - "
"EPR1AN-RJA - Algorítimos e Lógica de Programação";"7";"3";"8";"Prova Objetiva";" - "
"EPR1AN-RJA - Algorítimos e Lógica de Programação";"8";"5";"6";"Prova Objetiva";" - "
"EGM1AN-BRA - Algorítimos e Lógica de Programação";"1";"5";"4";"Prova Objetiva";" - "
"EGM1AN-BRA - Algorítimos e Lógica de Programação";"2";"9";"0";"Prova Objetiva";" - "
"EGM1AN-BRA - Algorítimos e Lógica de Programação";"3";"6";"3";"Prova Objetiva";" - "
"EGM1AN-BRA - Algorítimos e Lógica de Programação";"4";"2";"7";"Prova Objetiva";" - "
"EGM1AN-BRA - Algorítimos e Lógica de Programação";"5";"4";"5";"Prova Objetiva";" - "
"EGM1AN-BRA - Algorítimos e Lógica de Programação";"6";"9";"0";"Prova Objetiva";" - "
"EGM1AN-BRA - Algorítimos e Lógica de Programação";"7";"3";"6";"Prova Objetiva";" - "
"EGM1AN-BRA - Algorítimos e Lógica de Programação";"8";"2";"7";"Prova Objetiva";" - "
"EGM1AN-BRB - Algorítimos e Lógica de Programação";"1";"7";"3";"Prova Objetiva";" - "
"EGM1AN-BRB - Algorítimos e Lógica de Programação";"2";"8";"2";"Prova Objetiva";" - "
"EGM1AN-BRB - Algorítimos e Lógica de Programação";"3";"2";"8";"Prova Objetiva";" - "
"EGM1AN-BRB - Algorítimos e Lógica de Programação";"4";"2";"8";"Prova Objetiva";" - "
"EGM1AN-BRB - Algorítimos e Lógica de Programação";"5";"4";"6";"Prova Objetiva";" - "
"EGM1AN-BRB - Algorítimos e Lógica de Programação";"6";"8";"2";"Prova Objetiva";" - "
"EGM1AN-BRB - Algorítimos e Lógica de Programação";"7";"7";"3";"Prova Objetiva";" - "
"EGM1AN-BRB - Algorítimos e Lógica de Programação";"8";"2";"8";"Prova Objetiva";" - "
"ENC1AN-BRB - Algorítimos e Lógica de Programação";"1";"7";"5";"Prova Objetiva";" - "
"ENC1AN-BRB - Algorítimos e Lógica de Programação";"2";"7";"5";"Prova Objetiva";" - "
"ENC1AN-BRB - Algorítimos e Lógica de Programação";"3";"1";"11";"Prova Objetiva";" - "
"ENC1AN-BRB - Algorítimos e Lógica de Programação";"4";"7";"5";"Prova Objetiva";" - "
"ENC1AN-BRB - Algorítimos e Lógica de Programação";"5";"3";"9";"Prova Objetiva";" - "
"ENC1AN-BRB - Algorítimos e Lógica de Programação";"6";"7";"5";"Prova Objetiva";" - "
"ENC1AN-BRB - Algorítimos e Lógica de Programação";"7";"1";"11";"Prova Objetiva";" - "
"ENC1AN-BRB - Algorítimos e Lógica de Programação";"8";"2";"10";"Prova Objetiva";" - "
"ENC1AN-BRC - Algorítimos e Lógica de Programação";"1";"4";"6";"Prova Objetiva";" - "
"ENC1AN-BRC - Algorítimos e Lógica de Programação";"2";"5";"5";"Prova Objetiva";" - "
"ENC1AN-BRC - Algorítimos e Lógica de Programação";"3";"3";"7";"Prova Objetiva";" - "
"ENC1AN-BRC - Algorítimos e Lógica de Programação";"4";"3";"7";"Prova Objetiva";" - "
"ENC1AN-BRC - Algorítimos e Lógica de Programação";"5";"6";"4";"Prova Objetiva";" - "
"ENC1AN-BRC - Algorítimos e Lógica de Programação";"6";"4";"6";"Prova Objetiva";" - "
"ENC1AN-BRD - Algorítimos e Lógica de Programação";"1";"3";"3";"Prova Objetiva";" - "
"ENC1AN-BRD - Algorítimos e Lógica de Programação";"2";"3";"3";"Prova Objetiva";" - "
"ENC1AN-BRD - Algorítimos e Lógica de Programação";"3";"5";"1";"Prova Objetiva";" - "
"ENC1AN-BRD - Algorítimos e Lógica de Programação";"4";"3";"3";"Prova Objetiva";" - "
"ENC1AN-BRD - Algorítimos e Lógica de Programação";"5";"2";"4";"Prova Objetiva";" - "
"ENC1AN-BRD - Algorítimos e Lógica de Programação";"6";"3";"3";"Prova Objetiva";" - "
"ENC1AN-BRD - Algorítimos e Lógica de Programação";"7";"3";"3";"Prova Objetiva";" - "
"ENC1AN-BRD - Algorítimos e Lógica de Programação";"8";"0";"6";"Prova Objetiva";" - "
"EPR1AN-BRA - Algorítimos e Lógica de Programação";"1";"12";"2";"Prova Objetiva";" - "
"EPR1AN-BRA - Algorítimos e Lógica de Programação";"2";"9";"5";"Prova Objetiva";" - "
"EPR1AN-BRA - Algorítimos e Lógica de Programação";"3";"3";"11";"Prova Objetiva";" - "
"EPR1AN-BRA - Algorítimos e Lógica de Programação";"4";"7";"7";"Prova Objetiva";" - "
"EPR1AN-BRA - Algorítimos e Lógica de Programação";"5";"5";"9";"Prova Objetiva";" - "
"EPR1AN-BRA - Algorítimos e Lógica de Programação";"6";"10";"4";"Prova Objetiva";" - "
"EPR1AN-BRA - Algorítimos e Lógica de Programação";"7";"7";"7";"Prova Objetiva";" - "
"EPR1AN-BRA - Algorítimos e Lógica de Programação";"8";"4";"10";"Prova Objetiva";" - "
"EGM1AN-LVA - Algorítimos e Lógica de Programação";"1";"5";"8";"Prova Objetiva";" - "
"EGM1AN-LVA - Algorítimos e Lógica de Programação";"2";"9";"4";"Prova Objetiva";" - "
"EGM1AN-LVA - Algorítimos e Lógica de Programação";"3";"2";"11";"Prova Objetiva";" - "
"EGM1AN-LVA - Algorítimos e Lógica de Programação";"4";"4";"9";"Prova Objetiva";" - "
"EGM1AN-LVA - Algorítimos e Lógica de Programação";"5";"5";"8";"Prova Objetiva";" - "
"EGM1AN-LVA - Algorítimos e Lógica de Programação";"6";"5";"8";"Prova Objetiva";" - "
"EGM1AN-LVA - Algorítimos e Lógica de Programação";"7";"3";"10";"Prova Objetiva";" - "
"EGM1AN-LVA - Algorítimos e Lógica de Programação";"8";"1";"12";"Prova Objetiva";" - "
"EGM1AN-LVB - Algorítimos e Lógica de Programação";"1";"8";"2";"Prova Objetiva";" - "
"EGM1AN-LVB - Algorítimos e Lógica de Programação";"2";"9";"1";"Prova Objetiva";" - "
"EGM1AN-LVB - Algorítimos e Lógica de Programação";"3";"1";"9";"Prova Objetiva";" - "
"EGM1AN-LVB - Algorítimos e Lógica de Programação";"4";"0";"10";"Prova Objetiva";" - "
"EGM1AN-LVB - Algorítimos e Lógica de Programação";"5";"2";"8";"Prova Objetiva";" - "
"EGM1AN-LVB - Algorítimos e Lógica de Programação";"6";"9";"1";"Prova Objetiva";" - "
"EGM1AN-LVB - Algorítimos e Lógica de Programação";"7";"0";"10";"Prova Objetiva";" - "
"EGM1AN-LVB - Algorítimos e Lógica de Programação";"8";"1";"9";"Prova Objetiva";" - "
"ENC1AN-LVA - Algorítimos e Lógica de Programação";"1";"4";"5";"Prova Objetiva";" - "
"ENC1AN-LVA - Algorítimos e Lógica de Programação";"2";"7";"2";"Prova Objetiva";" - "
"ENC1AN-LVA - Algorítimos e Lógica de Programação";"3";"1";"8";"Prova Objetiva";" - "
"ENC1AN-LVA - Algorítimos e Lógica de Programação";"4";"2";"7";"Prova Objetiva";" - "
"ENC1AN-LVA - Algorítimos e Lógica de Programação";"5";"2";"7";"Prova Objetiva";" - "
"ENC1AN-LVA - Algorítimos e Lógica de Programação";"6";"5";"4";"Prova Objetiva";" - "
"ENC1AN-LVA - Algorítimos e Lógica de Programação";"7";"2";"7";"Prova Objetiva";" - "
"ENC1AN-LVA - Algorítimos e Lógica de Programação";"8";"1";"8";"Prova Objetiva";" - "
"ENC1AN-LVB - Algorítimos e Lógica de Programação";"1";"3";"9";"Prova Objetiva";" - "
"ENC1AN-LVB - Algorítimos e Lógica de Programação";"2";"7";"5";"Prova Objetiva";" - "
"ENC1AN-LVB - Algorítimos e Lógica de Programação";"3";"1";"11";"Prova Objetiva";" - "
"ENC1AN-LVB - Algorítimos e Lógica de Programação";"4";"2";"10";"Prova Objetiva";" - "
"ENC1AN-LVB - Algorítimos e Lógica de Programação";"5";"2";"10";"Prova Objetiva";" - "
"ENC1AN-LVB - Algorítimos e Lógica de Programação";"6";"5";"7";"Prova Objetiva";" - "
"ENC1AN-LVB - Algorítimos e Lógica de Programação";"7";"1";"11";"Prova Objetiva";" - "
"ENC1AN-LVB - Algorítimos e Lógica de Programação";"8";"1";"11";"Prova Objetiva";" - "
"ENC1AN-LVC - Algorítimos e Lógica de Programação";"1";"4";"2";"Prova Objetiva";" - "
"ENC1AN-LVC - Algorítimos e Lógica de Programação";"2";"4";"2";"Prova Objetiva";" - "
"ENC1AN-LVC - Algorítimos e Lógica de Programação";"3";"1";"5";"Prova Objetiva";" - "
"ENC1AN-LVC - Algorítimos e Lógica de Programação";"4";"1";"5";"Prova Objetiva";" - "
"ENC1AN-LVC - Algorítimos e Lógica de Programação";"5";"2";"4";"Prova Objetiva";" - "
"ENC1AN-LVC - Algorítimos e Lógica de Programação";"6";"2";"4";"Prova Objetiva";" - "
"ENC1AN-LVC - Algorítimos e Lógica de Programação";"7";"3";"3";"Prova Objetiva";" - "
"ENC1AN-LVC - Algorítimos e Lógica de Programação";"8";"0";"6";"Prova Objetiva";" - "
"EPR1AN-LVA - Algorítimos e Lógica de Programação";"1";"7";"4";"Prova Objetiva";" - "
