"CURSO";"N° QUESTÃO";"N° ACERTOS";"N° ERROS";"NOME PROVA";"OPÇÃO LÍNGUA"
"ENC1AN-RJE - Geometria Analítica e Álgebra Linear";"2";"2";"3";"Prova Objetiva";" - "
"ENC1AN-RJE - Geometria Analítica e Álgebra Linear";"3";"2";"3";"Prova Objetiva";" - "
"ENC1AN-RJE - Geometria Analítica e Álgebra Linear";"4";"0";"5";"Prova Objetiva";" - "
"ENC1AN-RJE - Geometria Analítica e Álgebra Linear";"5";"2";"3";"Prova Objetiva";" - "
"ENC1AN-RJE - Geometria Analítica e Álgebra Linear";"6";"2";"3";"Prova Objetiva";" - "
"ENC1AN-RJE - Geometria Analítica e Álgebra Linear";"7";"1";"4";"Prova Objetiva";" - "
"ENC1AN-RJE - Geometria Analítica e Álgebra Linear";"8";"2";"3";"Prova Objetiva";" - "
"ENC1AN-BRA - Geometria Analítica e Álgebra Linear";"1";"5";"5";"Prova Objetiva";" - "
"ENC1AN-BRA - Geometria Analítica e Álgebra Linear";"2";"4";"6";"Prova Objetiva";" - "
"ENC1AN-BRA - Geometria Analítica e Álgebra Linear";"3";"3";"7";"Prova Objetiva";" - "
"ENC1AN-BRA - Geometria Analítica e Álgebra Linear";"4";"0";"10";"Prova Objetiva";" - "
"ENC1AN-BRA - Geometria Analítica e Álgebra Linear";"5";"5";"5";"Prova Objetiva";" - "
"ENC1AN-BRA - Geometria Analítica e Álgebra Linear";"6";"4";"6";"Prova Objetiva";" - "
"ENC1AN-BRA - Geometria Analítica e Álgebra Linear";"7";"5";"5";"Prova Objetiva";" - "
"ENC1AN-BRA - Geometria Analítica e Álgebra Linear";"8";"5";"5";"Prova Objetiva";" - "
"EAM1AM-RJB - Quimica Geral";"1";"9";"4";"Prova Objetiva";" - "
"EAM1AM-RJB - Quimica Geral";"2";"6";"7";"Prova Objetiva";" - "
"EAM1AM-RJB - Quimica Geral";"3";"7";"6";"Prova Objetiva";" - "
"EAM1AM-RJB - Quimica Geral";"4";"3";"10";"Prova Objetiva";" - "
"EAM1AM-RJB - Quimica Geral";"5";"10";"3";"Prova Objetiva";" - "
"EAM1AM-RJB - Quimica Geral";"6";"6";"7";"Prova Objetiva";" - "
"EAM1AM-RJB - Quimica Geral";"7";"13";"0";"Prova Objetiva";" - "
"EAM1AM-RJB - Quimica Geral";"8";"2";"11";"Prova Objetiva";" - "
"ECA1AM-RJB - Quimica Geral";"1";"6";"6";"Prova Objetiva";" - "
"ECA1AM-RJB - Quimica Geral";"2";"6";"6";"Prova Objetiva";" - "
"ECA1AM-RJB - Quimica Geral";"3";"4";"8";"Prova Objetiva";" - "
"ECA1AM-RJB - Quimica Geral";"4";"6";"6";"Prova Objetiva";" - "
"ECA1AM-RJB - Quimica Geral";"5";"3";"9";"Prova Objetiva";" - "
"ECA1AM-RJB - Quimica Geral";"6";"6";"6";"Prova Objetiva";" - "
"ECA1AM-RJB - Quimica Geral";"7";"8";"4";"Prova Objetiva";" - "
"ECA1AM-RJB - Quimica Geral";"8";"2";"10";"Prova Objetiva";" - "
"EGM1AM-RJA -  Quimica Geral";"1";"2";"8";"Prova Objetiva";" - "
"EGM1AM-RJA -  Quimica Geral";"2";"1";"9";"Prova Objetiva";" - "
"EGM1AM-RJA -  Quimica Geral";"3";"6";"4";"Prova Objetiva";" - "
"EGM1AM-RJA -  Quimica Geral";"4";"4";"6";"Prova Objetiva";" - "
"EGM1AM-RJA -  Quimica Geral";"5";"2";"8";"Prova Objetiva";" - "
"EGM1AM-RJA -  Quimica Geral";"6";"2";"8";"Prova Objetiva";" - "
"EGM1AM-RJA -  Quimica Geral";"7";"5";"5";"Prova Objetiva";" - "
"EGM1AM-RJA -  Quimica Geral";"8";"5";"5";"Prova Objetiva";" - "
"ENC1AM-RJA - Quimica Geral";"1";"1";"9";"Prova Objetiva";" - "
"ENC1AM-RJA - Quimica Geral";"2";"4";"6";"Prova Objetiva";" - "
"ENC1AM-RJA - Quimica Geral";"3";"4";"6";"Prova Objetiva";" - "
"ENC1AM-RJA - Quimica Geral";"4";"3";"7";"Prova Objetiva";" - "
"ENC1AM-RJA - Quimica Geral";"5";"3";"7";"Prova Objetiva";" - "
"ENC1AM-RJA - Quimica Geral";"6";"2";"8";"Prova Objetiva";" - "
"ENC1AM-RJA - Quimica Geral";"7";"6";"4";"Prova Objetiva";" - "
"ENC1AM-RJA - Quimica Geral";"8";"2";"8";"Prova Objetiva";" - "
"ENC1AM-RJB - Quimica Geral";"1";"10";"1";"Prova Objetiva";" - "
"ENC1AM-RJB - Quimica Geral";"2";"8";"3";"Prova Objetiva";" - "
"ENC1AM-RJB - Quimica Geral";"3";"5";"6";"Prova Objetiva";" - "
"ENC1AM-RJB - Quimica Geral";"4";"7";"4";"Prova Objetiva";" - "
"ENC1AM-RJB - Quimica Geral";"5";"8";"3";"Prova Objetiva";" - "
"ENC1AM-RJB - Quimica Geral";"6";"9";"2";"Prova Objetiva";" - "
"ENC1AM-RJB - Quimica Geral";"7";"3";"8";"Prova Objetiva";" - "
"ENC1AM-RJB - Quimica Geral";"8";"5";"6";"Prova Objetiva";" - "
"EAM1AN-RJA - Quimica Geral ";"1";"4";"3";"Prova Objetiva";" - "
"EAM1AN-RJA - Quimica Geral ";"2";"3";"4";"Prova Objetiva";" - "
"EAM1AN-RJA - Quimica Geral ";"3";"5";"2";"Prova Objetiva";" - "
"EAM1AN-RJA - Quimica Geral ";"4";"2";"5";"Prova Objetiva";" - "
"EAM1AN-RJA - Quimica Geral ";"5";"3";"4";"Prova Objetiva";" - "
"EAM1AN-RJA - Quimica Geral ";"6";"4";"3";"Prova Objetiva";" - "
"EAM1AN-RJA - Quimica Geral ";"7";"7";"0";"Prova Objetiva";" - "
"EAM1AN-RJA - Quimica Geral ";"8";"5";"2";"Prova Objetiva";" - "
"ECA1AN-RJA - Quimica Geral";"1";"4";"7";"Prova Objetiva";" - "
"ECA1AN-RJA - Quimica Geral";"2";"5";"6";"Prova Objetiva";" - "
"ECA1AN-RJA - Quimica Geral";"3";"2";"9";"Prova Objetiva";" - "
"ECA1AN-RJA - Quimica Geral";"4";"1";"10";"Prova Objetiva";" - "
"ECA1AN-RJA - Quimica Geral";"5";"6";"5";"Prova Objetiva";" - "
"ECA1AN-RJA - Quimica Geral";"6";"4";"7";"Prova Objetiva";" - "
"ECA1AN-RJA - Quimica Geral";"7";"9";"2";"Prova Objetiva";" - "
"ECA1AN-RJA - Quimica Geral";"8";"5";"6";"Prova Objetiva";" - "
"ECP1AN-RJA - Quimica Geral";"1";"3";"6";"Prova Objetiva";" - "
"ECP1AN-RJA - Quimica Geral";"2";"2";"7";"Prova Objetiva";" - "
"ECP1AN-RJA - Quimica Geral";"3";"5";"4";"Prova Objetiva";" - "
"ECP1AN-RJA - Quimica Geral";"4";"2";"7";"Prova Objetiva";" - "
"ECP1AN-RJA - Quimica Geral";"5";"1";"8";"Prova Objetiva";" - "
"ECP1AN-RJA - Quimica Geral";"6";"5";"4";"Prova Objetiva";" - "
"ECP1AN-RJA - Quimica Geral";"7";"7";"2";"Prova Objetiva";" - "
"ECP1AN-RJA - Quimica Geral";"8";"1";"8";"Prova Objetiva";" - "
"EGM1AN-RJC - Quimica Geral";"1";"1";"9";"Prova Objetiva";" - "
"EGM1AN-RJC - Quimica Geral";"2";"2";"8";"Prova Objetiva";" - "
"EGM1AN-RJC - Quimica Geral";"3";"3";"7";"Prova Objetiva";" - "
"EGM1AN-RJC - Quimica Geral";"4";"2";"8";"Prova Objetiva";" - "
"EGM1AN-RJC - Quimica Geral";"5";"3";"7";"Prova Objetiva";" - "
"EGM1AN-RJC - Quimica Geral";"6";"4";"6";"Prova Objetiva";" - "
"EGM1AN-RJC - Quimica Geral";"7";"9";"1";"Prova Objetiva";" - "
"EGM1AN-RJC - Quimica Geral";"8";"3";"7";"Prova Objetiva";" - "
"EGM1AN-RJD - Quimica Geral";"1";"1";"11";"Prova Objetiva";" - "
"EGM1AN-RJD - Quimica Geral";"2";"4";"8";"Prova Objetiva";" - "
"EGM1AN-RJD - Quimica Geral";"3";"6";"6";"Prova Objetiva";" - "
"EGM1AN-RJD - Quimica Geral";"4";"2";"10";"Prova Objetiva";" - "
"EGM1AN-RJD - Quimica Geral";"5";"5";"7";"Prova Objetiva";" - "
"EGM1AN-RJD - Quimica Geral";"6";"8";"4";"Prova Objetiva";" - "
"EGM1AN-RJD - Quimica Geral";"7";"8";"4";"Prova Objetiva";" - "
"EGM1AN-RJD - Quimica Geral";"8";"6";"6";"Prova Objetiva";" - "
"ENC1AN-RJC - Quimica Geral ";"1";"5";"4";"Prova Objetiva";" - "
"ENC1AN-RJC - Quimica Geral ";"2";"2";"7";"Prova Objetiva";" - "
"ENC1AN-RJC - Quimica Geral ";"3";"4";"5";"Prova Objetiva";" - "
"ENC1AN-RJC - Quimica Geral ";"4";"0";"9";"Prova Objetiva";" - "
"ENC1AN-RJC - Quimica Geral ";"5";"4";"5";"Prova Objetiva";" - "
"ENC1AN-RJC - Quimica Geral ";"6";"4";"5";"Prova Objetiva";" - "
"ENC1AN-RJC - Quimica Geral ";"7";"6";"3";"Prova Objetiva";" - "
"ENC1AN-RJC - Quimica Geral ";"8";"5";"4";"Prova Objetiva";" - "
"ENC1AN-RJD - Quimica Geral";"1";"1";"10";"Prova Objetiva";" - "
"ENC1AN-RJD - Quimica Geral";"2";"4";"7";"Prova Objetiva";" - "
"ENC1AN-RJD - Quimica Geral";"3";"4";"7";"Prova Objetiva";" - "
"ENC1AN-RJD - Quimica Geral";"4";"2";"9";"Prova Objetiva";" - "
"ENC1AN-RJD - Quimica Geral";"5";"6";"5";"Prova Objetiva";" - "
"ENC1AN-RJD - Quimica Geral";"6";"6";"5";"Prova Objetiva";" - "
"ENC1AN-RJD - Quimica Geral";"7";"11";"0";"Prova Objetiva";" - "
"ENC1AN-RJD - Quimica Geral";"8";"4";"7";"Prova Objetiva";" - "
"ENC1AN-RJG - Quimica Geral";"1";"1";"11";"Prova Objetiva";" - "
"ENC1AN-RJG - Quimica Geral";"2";"2";"10";"Prova Objetiva";" - "
"ENC1AN-RJG - Quimica Geral";"3";"2";"10";"Prova Objetiva";" - "
"ENC1AN-RJG - Quimica Geral";"4";"1";"11";"Prova Objetiva";" - "
"ENC1AN-RJG - Quimica Geral";"5";"3";"9";"Prova Objetiva";" - "
"ENC1AN-RJG - Quimica Geral";"6";"4";"8";"Prova Objetiva";" - "
"ENC1AN-RJG - Quimica Geral";"7";"11";"1";"Prova Objetiva";" - "
"ENC1AN-RJG - Quimica Geral";"8";"7";"5";"Prova Objetiva";" - "
"ENE1AN-RJA - Quimica Geral";"1";"4";"7";"Prova Objetiva";" - "
"ENE1AN-RJA - Quimica Geral";"2";"1";"10";"Prova Objetiva";" - "
"ENE1AN-RJA - Quimica Geral";"3";"6";"5";"Prova Objetiva";" - "
"ENE1AN-RJA - Quimica Geral";"4";"1";"10";"Prova Objetiva";" - "
"ENE1AN-RJA - Quimica Geral";"5";"6";"5";"Prova Objetiva";" - "
"ENE1AN-RJA - Quimica Geral";"6";"5";"6";"Prova Objetiva";" - "
"ENE1AN-RJA - Quimica Geral";"7";"9";"2";"Prova Objetiva";" - "
"ENE1AN-RJA - Quimica Geral";"8";"2";"9";"Prova Objetiva";" - "
"ENE1AN-RJB - Quimica Geral";"1";"6";"3";"Prova Objetiva";" - "
"ENE1AN-RJB - Quimica Geral";"2";"4";"5";"Prova Objetiva";" - "
"ENE1AN-RJB - Quimica Geral";"3";"6";"3";"Prova Objetiva";" - "
"ENE1AN-RJB - Quimica Geral";"4";"3";"6";"Prova Objetiva";" - "
"ENE1AN-RJB - Quimica Geral";"5";"4";"5";"Prova Objetiva";" - "
"ENE1AN-RJB - Quimica Geral";"6";"3";"6";"Prova Objetiva";" - "
"ENE1AN-RJB - Quimica Geral";"7";"7";"2";"Prova Objetiva";" - "
"ENE1AN-RJB - Quimica Geral";"8";"5";"4";"Prova Objetiva";" - "
"ENQ1AN-RJA - Quimica Geral ";"1";"3";"9";"Prova Objetiva";" - "
"ENQ1AN-RJA - Quimica Geral ";"2";"5";"7";"Prova Objetiva";" - "
"ENQ1AN-RJA - Quimica Geral ";"3";"8";"4";"Prova Objetiva";" - "
"ENQ1AN-RJA - Quimica Geral ";"4";"5";"7";"Prova Objetiva";" - "
"ENQ1AN-RJA - Quimica Geral ";"5";"8";"4";"Prova Objetiva";" - "
"ENQ1AN-RJA - Quimica Geral ";"6";"7";"5";"Prova Objetiva";" - "
"ENQ1AN-RJA - Quimica Geral ";"7";"9";"3";"Prova Objetiva";" - "
"ENQ1AN-RJA - Quimica Geral ";"8";"7";"5";"Prova Objetiva";" - "
"EPR1AN-RJA - Quimica Geral";"1";"2";"8";"Prova Objetiva";" - "
"EPR1AN-RJA - Quimica Geral";"2";"7";"3";"Prova Objetiva";" - "
"EPR1AN-RJA - Quimica Geral";"3";"5";"5";"Prova Objetiva";" - "
"EPR1AN-RJA - Quimica Geral";"4";"1";"9";"Prova Objetiva";" - "
"EPR1AN-RJA - Quimica Geral";"5";"3";"7";"Prova Objetiva";" - "
"EPR1AN-RJA - Quimica Geral";"6";"2";"8";"Prova Objetiva";" - "
"EPR1AN-RJA - Quimica Geral";"7";"10";"0";"Prova Objetiva";" - "
"EPR1AN-RJA - Quimica Geral";"8";"5";"5";"Prova Objetiva";" - "
"EGM1AN-BRA - Quimica Geral";"1";"2";"6";"Prova Objetiva";" - "
"EGM1AN-BRA - Quimica Geral";"2";"2";"6";"Prova Objetiva";" - "
"EGM1AN-BRA - Quimica Geral";"3";"2";"6";"Prova Objetiva";" - "
"EGM1AN-BRA - Quimica Geral";"4";"0";"8";"Prova Objetiva";" - "
"EGM1AN-BRA - Quimica Geral";"5";"3";"5";"Prova Objetiva";" - "
"EGM1AN-BRA - Quimica Geral";"6";"3";"5";"Prova Objetiva";" - "
"EGM1AN-BRA - Quimica Geral";"7";"7";"1";"Prova Objetiva";" - "
"EGM1AN-BRA - Quimica Geral";"8";"6";"2";"Prova Objetiva";" - "
"EGM1AN-BRB - Quimica Geral";"1";"4";"5";"Prova Objetiva";" - "
"EGM1AN-BRB - Quimica Geral";"2";"4";"5";"Prova Objetiva";" - "
"EGM1AN-BRB - Quimica Geral";"3";"2";"7";"Prova Objetiva";" - "
"EGM1AN-BRB - Quimica Geral";"4";"0";"9";"Prova Objetiva";" - "
"EGM1AN-BRB - Quimica Geral";"5";"2";"7";"Prova Objetiva";" - "
"EGM1AN-BRB - Quimica Geral";"6";"5";"4";"Prova Objetiva";" - "
"EGM1AN-BRB - Quimica Geral";"7";"8";"1";"Prova Objetiva";" - "
"EGM1AN-BRB - Quimica Geral";"8";"2";"7";"Prova Objetiva";" - "
"ENC1AN-BRB - Quimica Geral";"1";"0";"11";"Prova Objetiva";" - "
"ENC1AN-BRB - Quimica Geral";"2";"4";"7";"Prova Objetiva";" - "
"ENC1AN-BRB - Quimica Geral";"3";"3";"8";"Prova Objetiva";" - "
"ENC1AN-BRB - Quimica Geral";"4";"1";"10";"Prova Objetiva";" - "
"ENC1AN-BRB - Quimica Geral";"5";"4";"7";"Prova Objetiva";" - "
"ENC1AN-BRB - Quimica Geral";"6";"6";"5";"Prova Objetiva";" - "
"ENC1AN-BRB - Quimica Geral";"7";"8";"3";"Prova Objetiva";" - "
"ENC1AN-BRB - Quimica Geral";"8";"3";"8";"Prova Objetiva";" - "
"ENC1AN-BRC - Quimica Geral ";"1";"3";"3";"Prova Objetiva";" - "
"ENC1AN-BRC - Quimica Geral ";"2";"3";"3";"Prova Objetiva";" - "
"ENC1AN-BRC - Quimica Geral ";"3";"4";"2";"Prova Objetiva";" - "
"ENC1AN-BRC - Quimica Geral ";"4";"1";"5";"Prova Objetiva";" - "
"ENC1AN-BRC - Quimica Geral ";"5";"4";"2";"Prova Objetiva";" - "
"ENC1AN-BRC - Quimica Geral ";"6";"3";"3";"Prova Objetiva";" - "
"ENC1AN-BRC - Quimica Geral ";"7";"4";"2";"Prova Objetiva";" - "
"ENC1AN-BRC - Quimica Geral ";"8";"2";"4";"Prova Objetiva";" - "
"ENC1AN-BRD - Quimica Geral";"1";"0";"8";"Prova Objetiva";" - "
"ENC1AN-BRD - Quimica Geral";"2";"5";"3";"Prova Objetiva";" - "
"ENC1AN-BRD - Quimica Geral";"3";"5";"3";"Prova Objetiva";" - "
"ENC1AN-BRD - Quimica Geral";"4";"3";"5";"Prova Objetiva";" - "
"ENC1AN-BRD - Quimica Geral";"5";"3";"5";"Prova Objetiva";" - "
"ENC1AN-BRD - Quimica Geral";"6";"2";"6";"Prova Objetiva";" - "
"ENC1AN-BRD - Quimica Geral";"7";"7";"1";"Prova Objetiva";" - "
"ENC1AN-BRD - Quimica Geral";"8";"4";"4";"Prova Objetiva";" - "
"EPR1AN-BRA - Quimica Geral";"1";"0";"12";"Prova Objetiva";" - "
"EPR1AN-BRA - Quimica Geral";"2";"3";"9";"Prova Objetiva";" - "
"EPR1AN-BRA - Quimica Geral";"3";"2";"10";"Prova Objetiva";" - "
"EPR1AN-BRA - Quimica Geral";"4";"1";"11";"Prova Objetiva";" - "
"EPR1AN-BRA - Quimica Geral";"5";"3";"9";"Prova Objetiva";" - "
"EPR1AN-BRA - Quimica Geral";"6";"2";"10";"Prova Objetiva";" - "
"EPR1AN-BRA - Quimica Geral";"7";"10";"2";"Prova Objetiva";" - "
"EPR1AN-BRA - Quimica Geral";"8";"8";"4";"Prova Objetiva";" - "
"EGM1AN-LVA - Quimica Geral";"1";"4";"10";"Prova Objetiva";" - "
"EGM1AN-LVA - Quimica Geral";"2";"9";"5";"Prova Objetiva";" - "
"EGM1AN-LVA - Quimica Geral";"3";"5";"9";"Prova Objetiva";" - "
"EGM1AN-LVA - Quimica Geral";"4";"2";"12";"Prova Objetiva";" - "
"EGM1AN-LVA - Quimica Geral";"5";"7";"7";"Prova Objetiva";" - "
"EGM1AN-LVA - Quimica Geral";"6";"7";"7";"Prova Objetiva";" - "
"EGM1AN-LVA - Quimica Geral";"7";"12";"2";"Prova Objetiva";" - "
"EGM1AN-LVA - Quimica Geral";"8";"7";"7";"Prova Objetiva";" - "
"EGM1AN-LVB - Quimica Geral";"1";"5";"5";"Prova Objetiva";" - "
"EGM1AN-LVB - Quimica Geral";"2";"8";"2";"Prova Objetiva";" - "
"EGM1AN-LVB - Quimica Geral";"3";"5";"5";"Prova Objetiva";" - "
"EGM1AN-LVB - Quimica Geral";"4";"1";"9";"Prova Objetiva";" - "
"EGM1AN-LVB - Quimica Geral";"5";"5";"5";"Prova Objetiva";" - "
"EGM1AN-LVB - Quimica Geral";"6";"2";"8";"Prova Objetiva";" - "
"EGM1AN-LVB - Quimica Geral";"7";"9";"1";"Prova Objetiva";" - "
"EGM1AN-LVB - Quimica Geral";"8";"5";"5";"Prova Objetiva";" - "
"ENC1AN-LVA - Quimica Geral";"1";"2";"8";"Prova Objetiva";" - "
"ENC1AN-LVA - Quimica Geral";"2";"3";"7";"Prova Objetiva";" - "
"ENC1AN-LVA - Quimica Geral";"3";"4";"6";"Prova Objetiva";" - "
"ENC1AN-LVA - Quimica Geral";"4";"3";"7";"Prova Objetiva";" - "
"ENC1AN-LVA - Quimica Geral";"5";"1";"9";"Prova Objetiva";" - "
"ENC1AN-LVA - Quimica Geral";"6";"2";"8";"Prova Objetiva";" - "
"ENC1AN-LVA - Quimica Geral";"7";"7";"3";"Prova Objetiva";" - "
"ENC1AN-LVA - Quimica Geral";"8";"5";"5";"Prova Objetiva";" - "
"ENC1AN-LVB - Quimica Geral  ";"1";"2";"9";"Prova Objetiva";" - "
"ENC1AN-LVB - Quimica Geral  ";"2";"3";"8";"Prova Objetiva";" - "
"ENC1AN-LVB - Quimica Geral  ";"3";"2";"9";"Prova Objetiva";" - "
"ENC1AN-LVB - Quimica Geral  ";"4";"2";"9";"Prova Objetiva";" - "
"ENC1AN-LVB - Quimica Geral  ";"5";"4";"7";"Prova Objetiva";" - "
"ENC1AN-LVB - Quimica Geral  ";"6";"2";"9";"Prova Objetiva";" - "
"ENC1AN-LVB - Quimica Geral  ";"7";"7";"4";"Prova Objetiva";" - "
"ENC1AN-LVB - Quimica Geral  ";"8";"8";"3";"Prova Objetiva";" - "
"ENC1AN-LVC - Quimica Geral ";"1";"3";"3";"Prova Objetiva";" - "
"ENC1AN-LVC - Quimica Geral ";"2";"1";"5";"Prova Objetiva";" - "
"ENC1AN-LVC - Quimica Geral ";"3";"3";"3";"Prova Objetiva";" - "
"ENC1AN-LVC - Quimica Geral ";"4";"0";"6";"Prova Objetiva";" - "
"ENC1AN-LVC - Quimica Geral ";"5";"2";"4";"Prova Objetiva";" - "
"ENC1AN-LVC - Quimica Geral ";"6";"2";"4";"Prova Objetiva";" - "
"ENC1AN-LVC - Quimica Geral ";"7";"2";"4";"Prova Objetiva";" - "
"ENC1AN-LVC - Quimica Geral ";"8";"2";"4";"Prova Objetiva";" - "
"EPR1AN-LVA - Quimica Geral";"1";"6";"5";"Prova Objetiva";" - "
"EPR1AN-LVA - Quimica Geral";"2";"6";"5";"Prova Objetiva";" - "
"EPR1AN-LVA - Quimica Geral";"3";"3";"8";"Prova Objetiva";" - "
"EPR1AN-LVA - Quimica Geral";"4";"2";"9";"Prova Objetiva";" - "
"EPR1AN-LVA - Quimica Geral";"5";"2";"9";"Prova Objetiva";" - "
"EPR1AN-LVA - Quimica Geral";"6";"4";"7";"Prova Objetiva";" - "
"EPR1AN-LVA - Quimica Geral";"7";"10";"1";"Prova Objetiva";" - "
"EPR1AN-LVA - Quimica Geral";"8";"4";"7";"Prova Objetiva";" - "
"EAM1AM-RJA - Química Geral e Inorgânica";"1";"5";"3";"Prova Objetiva";" - "
"EAM1AM-RJA - Química Geral e Inorgânica";"2";"6";"2";"Prova Objetiva";" - "
"EAM1AM-RJA - Química Geral e Inorgânica";"3";"5";"3";"Prova Objetiva";" - "
"EAM1AM-RJA - Química Geral e Inorgânica";"4";"1";"7";"Prova Objetiva";" - "
"EAM1AM-RJA - Química Geral e Inorgânica";"5";"1";"7";"Prova Objetiva";" - "
"EAM1AM-RJA - Química Geral e Inorgânica";"6";"4";"4";"Prova Objetiva";" - "
"EAM1AM-RJA - Química Geral e Inorgânica";"7";"6";"2";"Prova Objetiva";" - "
"EAM1AM-RJA - Química Geral e Inorgânica";"8";"0";"8";"Prova Objetiva";" - "
"ECA1AM-RJA - Química Geral e Inorgânica";"1";"3";"4";"Prova Objetiva";" - "
"ECA1AM-RJA - Química Geral e Inorgânica";"2";"3";"4";"Prova Objetiva";" - "
"ECA1AM-RJA - Química Geral e Inorgânica";"3";"4";"3";"Prova Objetiva";" - "
"ECA1AM-RJA - Química Geral e Inorgânica";"4";"3";"4";"Prova Objetiva";" - "
"ECA1AM-RJA - Química Geral e Inorgânica";"5";"7";"0";"Prova Objetiva";" - "
"ECA1AM-RJA - Química Geral e Inorgânica";"6";"1";"6";"Prova Objetiva";" - "
"ECA1AM-RJA - Química Geral e Inorgânica";"7";"3";"4";"Prova Objetiva";" - "
"ECA1AM-RJA - Química Geral e Inorgânica";"8";"2";"5";"Prova Objetiva";" - "
"EGM1AN-RJA - Química Geral e Inorgânica";"1";"2";"7";"Prova Objetiva";" - "
"EGM1AN-RJA - Química Geral e Inorgânica";"2";"2";"7";"Prova Objetiva";" - "
"EGM1AN-RJA - Química Geral e Inorgânica";"3";"2";"7";"Prova Objetiva";" - "
"EGM1AN-RJA - Química Geral e Inorgânica";"4";"2";"7";"Prova Objetiva";" - "
"EGM1AN-RJA - Química Geral e Inorgânica";"5";"1";"8";"Prova Objetiva";" - "
"EGM1AN-RJA - Química Geral e Inorgânica";"6";"3";"6";"Prova Objetiva";" - "
"EGM1AN-RJA - Química Geral e Inorgânica";"7";"9";"0";"Prova Objetiva";" - "
"EGM1AN-RJA - Química Geral e Inorgânica";"8";"6";"3";"Prova Objetiva";" - "
"EGM1AN-RJB - Química Geral e Inorgânica";"1";"3";"6";"Prova Objetiva";" - "
"EGM1AN-RJB - Química Geral e Inorgânica";"2";"4";"5";"Prova Objetiva";" - "
"EGM1AN-RJB - Química Geral e Inorgânica";"3";"3";"6";"Prova Objetiva";" - "
"EGM1AN-RJB - Química Geral e Inorgânica";"4";"1";"8";"Prova Objetiva";" - "
"EGM1AN-RJB - Química Geral e Inorgânica";"5";"4";"5";"Prova Objetiva";" - "
"EGM1AN-RJB - Química Geral e Inorgânica";"6";"4";"5";"Prova Objetiva";" - "
"EGM1AN-RJB - Química Geral e Inorgânica";"7";"8";"1";"Prova Objetiva";" - "
"EGM1AN-RJB - Química Geral e Inorgânica";"8";"3";"6";"Prova Objetiva";" - "
"ENC1AN-RJA - Química Geral e Inorgânica ";"1";"2";"11";"Prova Objetiva";" - "
"ENC1AN-RJA - Química Geral e Inorgânica ";"2";"7";"6";"Prova Objetiva";" - "
"ENC1AN-RJA - Química Geral e Inorgânica ";"3";"5";"8";"Prova Objetiva";" - "
"ENC1AN-RJA - Química Geral e Inorgânica ";"4";"1";"12";"Prova Objetiva";" - "
"ENC1AN-RJA - Química Geral e Inorgânica ";"5";"7";"6";"Prova Objetiva";" - "
"ENC1AN-RJA - Química Geral e Inorgânica ";"6";"4";"9";"Prova Objetiva";" - "
"ENC1AN-RJA - Química Geral e Inorgânica ";"7";"8";"5";"Prova Objetiva";" - "
"ENC1AN-RJA - Química Geral e Inorgânica ";"8";"6";"7";"Prova Objetiva";" - "
"ENC1AN-BRD - Algorítimos e Lógica de Programação";"1";"2";"4";"Prova Objetiva";" - "
"ENC1AN-BRD - Algorítimos e Lógica de Programação";"2";"3";"3";"Prova Objetiva";" - "
"ENC1AN-BRD - Algorítimos e Lógica de Programação";"3";"3";"3";"Prova Objetiva";" - "
"ENC1AN-BRD - Algorítimos e Lógica de Programação";"4";"1";"5";"Prova Objetiva";" - "
"ENC1AN-BRD - Algorítimos e Lógica de Programação";"5";"2";"4";"Prova Objetiva";" - "
"ENC1AN-BRD - Algorítimos e Lógica de Programação";"6";"1";"5";"Prova Objetiva";" - "
"ENC1AN-BRD - Algorítimos e Lógica de Programação";"7";"0";"6";"Prova Objetiva";" - "
"ENC1AN-BRD - Algorítimos e Lógica de Programação";"8";"1";"5";"Prova Objetiva";" - "
"ENC1AN-RJE - Química Geral e Inorgânica";"1";"1";"9";"Prova Objetiva";" - "
"ENC1AN-RJE - Química Geral e Inorgânica";"2";"2";"8";"Prova Objetiva";" - "
"ENC1AN-RJE - Química Geral e Inorgânica";"3";"3";"7";"Prova Objetiva";" - "
"ENC1AN-RJE - Química Geral e Inorgânica";"4";"2";"8";"Prova Objetiva";" - "
"ENC1AN-RJE - Química Geral e Inorgânica";"5";"3";"7";"Prova Objetiva";" - "
"ENC1AN-RJE - Química Geral e Inorgânica";"6";"6";"4";"Prova Objetiva";" - "
"ENC1AN-RJE - Química Geral e Inorgânica";"7";"10";"0";"Prova Objetiva";" - "
"ENC1AN-RJE - Química Geral e Inorgânica";"8";"2";"8";"Prova Objetiva";" - "
"ENC1AN-BRA - Química Geral e Inorgânica";"1";"2";"8";"Prova Objetiva";" - "
"ENC1AN-BRA - Química Geral e Inorgânica";"2";"3";"7";"Prova Objetiva";" - "
"ENC1AN-BRA - Química Geral e Inorgânica";"3";"2";"8";"Prova Objetiva";" - "
"ENC1AN-BRA - Química Geral e Inorgânica";"4";"1";"9";"Prova Objetiva";" - "
"ENC1AN-BRA - Química Geral e Inorgânica";"5";"7";"3";"Prova Objetiva";" - "
"ENC1AN-BRA - Química Geral e Inorgânica";"6";"5";"5";"Prova Objetiva";" - "
"ENC1AN-BRA - Química Geral e Inorgânica";"7";"7";"3";"Prova Objetiva";" - "
