"CURSO";"N° QUESTÃO";"N° ACERTOS";"N° ERROS";"NOME PROVA";"OPÇÃO LÍNGUA"
"ECP1AN-RJA - Algorítimos e Lógica de Programação";"5";"7";"3";"Prova Objetiva";" - "
"ECP1AN-RJA - Algorítimos e Lógica de Programação";"6";"4";"6";"Prova Objetiva";" - "
"ECP1AN-RJA - Algorítimos e Lógica de Programação";"7";"8";"2";"Prova Objetiva";" - "
"ECP1AN-RJA - Algorítimos e Lógica de Programação";"8";"9";"1";"Prova Objetiva";" - "
"EGM1AN-RJC - Algorítimos e Lógica de Programação ";"1";"5";"7";"Prova Objetiva";" - "
"EGM1AN-RJC - Algorítimos e Lógica de Programação ";"2";"7";"5";"Prova Objetiva";" - "
"EGM1AN-RJC - Algorítimos e Lógica de Programação ";"3";"10";"2";"Prova Objetiva";" - "
"EGM1AN-RJC - Algorítimos e Lógica de Programação ";"4";"3";"9";"Prova Objetiva";" - "
"EGM1AN-RJC - Algorítimos e Lógica de Programação ";"5";"6";"6";"Prova Objetiva";" - "
"EGM1AN-RJC - Algorítimos e Lógica de Programação ";"6";"7";"5";"Prova Objetiva";" - "
"EGM1AN-RJC - Algorítimos e Lógica de Programação ";"7";"4";"8";"Prova Objetiva";" - "
"EGM1AN-RJC - Algorítimos e Lógica de Programação ";"8";"10";"2";"Prova Objetiva";" - "
"EGM1AN-RJD - Algorítimos e Lógica de Programação";"2";"5";"10";"Prova Objetiva";" - "
"EGM1AN-RJD - Algorítimos e Lógica de Programação";"3";"9";"6";"Prova Objetiva";" - "
"EGM1AN-RJD - Algorítimos e Lógica de Programação";"4";"3";"12";"Prova Objetiva";" - "
"EGM1AN-RJD - Algorítimos e Lógica de Programação";"5";"4";"11";"Prova Objetiva";" - "
"EGM1AN-RJD - Algorítimos e Lógica de Programação";"6";"5";"10";"Prova Objetiva";" - "
"EGM1AN-RJD - Algorítimos e Lógica de Programação";"7";"5";"10";"Prova Objetiva";" - "
"EGM1AN-RJD - Algorítimos e Lógica de Programação";"8";"9";"6";"Prova Objetiva";" - "
"ENC1AN-RJC - Algorítimos e Lógica de Programação";"1";"5";"6";"Prova Objetiva";" - "
"ENC1AN-RJC - Algorítimos e Lógica de Programação";"2";"1";"10";"Prova Objetiva";" - "
"ENC1AN-RJC - Algorítimos e Lógica de Programação";"3";"9";"2";"Prova Objetiva";" - "
"ENC1AN-RJC - Algorítimos e Lógica de Programação";"4";"3";"8";"Prova Objetiva";" - "
"ENC1AN-RJC - Algorítimos e Lógica de Programação";"5";"4";"7";"Prova Objetiva";" - "
"ENC1AN-RJC - Algorítimos e Lógica de Programação";"6";"4";"7";"Prova Objetiva";" - "
"ENC1AN-RJC - Algorítimos e Lógica de Programação";"7";"4";"7";"Prova Objetiva";" - "
"ENC1AN-RJC - Algorítimos e Lógica de Programação";"8";"4";"7";"Prova Objetiva";" - "
"ENC1AN-RJD - Algorítimos e Lógica de Programação";"1";"3";"7";"Prova Objetiva";" - "
"ENC1AN-RJD - Algorítimos e Lógica de Programação";"2";"7";"3";"Prova Objetiva";" - "
"ENC1AN-RJD - Algorítimos e Lógica de Programação";"3";"8";"2";"Prova Objetiva";" - "
"ENC1AN-RJD - Algorítimos e Lógica de Programação";"4";"3";"7";"Prova Objetiva";" - "
"ENC1AN-RJD - Algorítimos e Lógica de Programação";"5";"6";"4";"Prova Objetiva";" - "
"ENC1AN-RJD - Algorítimos e Lógica de Programação";"6";"4";"6";"Prova Objetiva";" - "
"ENC1AN-RJD - Algorítimos e Lógica de Programação";"7";"5";"5";"Prova Objetiva";" - "
"ENC1AN-RJD - Algorítimos e Lógica de Programação";"8";"8";"2";"Prova Objetiva";" - "
"ENC1AN-RJG - Algorítimos e Lógica de Programação";"1";"4";"7";"Prova Objetiva";" - "
"ENC1AN-RJG - Algorítimos e Lógica de Programação";"2";"3";"8";"Prova Objetiva";" - "
"ENC1AN-RJG - Algorítimos e Lógica de Programação";"3";"6";"5";"Prova Objetiva";" - "
"ENC1AN-RJG - Algorítimos e Lógica de Programação";"4";"3";"8";"Prova Objetiva";" - "
"ENC1AN-RJG - Algorítimos e Lógica de Programação";"5";"2";"9";"Prova Objetiva";" - "
"ENC1AN-RJG - Algorítimos e Lógica de Programação";"6";"5";"6";"Prova Objetiva";" - "
"ENC1AN-RJG - Algorítimos e Lógica de Programação";"7";"6";"5";"Prova Objetiva";" - "
"ENC1AN-RJG - Algorítimos e Lógica de Programação";"8";"8";"3";"Prova Objetiva";" - "
"ENE1AN-RJA - Algorítimos e Lógica de Programação ";"1";"5";"6";"Prova Objetiva";" - "
"ENE1AN-RJA - Algorítimos e Lógica de Programação ";"2";"4";"7";"Prova Objetiva";" - "
"ENE1AN-RJA - Algorítimos e Lógica de Programação ";"3";"8";"3";"Prova Objetiva";" - "
"ENE1AN-RJA - Algorítimos e Lógica de Programação ";"4";"3";"8";"Prova Objetiva";" - "
"ENE1AN-RJA - Algorítimos e Lógica de Programação ";"5";"2";"9";"Prova Objetiva";" - "
"ENE1AN-RJA - Algorítimos e Lógica de Programação ";"6";"2";"9";"Prova Objetiva";" - "
"ENE1AN-RJA - Algorítimos e Lógica de Programação ";"7";"3";"8";"Prova Objetiva";" - "
"ENE1AN-RJA - Algorítimos e Lógica de Programação ";"8";"5";"6";"Prova Objetiva";" - "
"ENE1AN-RJB - Algorítimos e Lógica de Programação";"1";"2";"7";"Prova Objetiva";" - "
"ENE1AN-RJB - Algorítimos e Lógica de Programação";"2";"3";"6";"Prova Objetiva";" - "
"ENE1AN-RJB - Algorítimos e Lógica de Programação";"3";"9";"0";"Prova Objetiva";" - "
"ENE1AN-RJB - Algorítimos e Lógica de Programação";"4";"2";"7";"Prova Objetiva";" - "
"ENE1AN-RJB - Algorítimos e Lógica de Programação";"5";"7";"2";"Prova Objetiva";" - "
"ENE1AN-RJB - Algorítimos e Lógica de Programação";"6";"4";"5";"Prova Objetiva";" - "
"ENE1AN-RJB - Algorítimos e Lógica de Programação";"7";"5";"4";"Prova Objetiva";" - "
"ENE1AN-RJB - Algorítimos e Lógica de Programação";"8";"6";"3";"Prova Objetiva";" - "
"ENQ1AN-RJA - Algorítimos e Lógica de Programação";"1";"5";"8";"Prova Objetiva";" - "
"ENQ1AN-RJA - Algorítimos e Lógica de Programação";"2";"3";"10";"Prova Objetiva";" - "
"ENQ1AN-RJA - Algorítimos e Lógica de Programação";"3";"9";"4";"Prova Objetiva";" - "
"ENQ1AN-RJA - Algorítimos e Lógica de Programação";"4";"4";"9";"Prova Objetiva";" - "
"ENQ1AN-RJA - Algorítimos e Lógica de Programação";"5";"5";"8";"Prova Objetiva";" - "
"ENQ1AN-RJA - Algorítimos e Lógica de Programação";"6";"3";"10";"Prova Objetiva";" - "
"ENQ1AN-RJA - Algorítimos e Lógica de Programação";"7";"4";"9";"Prova Objetiva";" - "
"ENQ1AN-RJA - Algorítimos e Lógica de Programação";"8";"11";"2";"Prova Objetiva";" - "
"EPR1AN-RJA - Algorítimos e Lógica de Programação";"1";"4";"8";"Prova Objetiva";" - "
"EPR1AN-RJA - Algorítimos e Lógica de Programação";"2";"0";"12";"Prova Objetiva";" - "
"EPR1AN-RJA - Algorítimos e Lógica de Programação";"3";"2";"10";"Prova Objetiva";" - "
"EPR1AN-RJA - Algorítimos e Lógica de Programação";"4";"2";"10";"Prova Objetiva";" - "
"EPR1AN-RJA - Algorítimos e Lógica de Programação";"5";"4";"8";"Prova Objetiva";" - "
"EPR1AN-RJA - Algorítimos e Lógica de Programação";"6";"4";"8";"Prova Objetiva";" - "
"EPR1AN-RJA - Algorítimos e Lógica de Programação";"7";"0";"12";"Prova Objetiva";" - "
"EPR1AN-RJA - Algorítimos e Lógica de Programação";"8";"5";"7";"Prova Objetiva";" - "
"EGM1AN-BRA - Algorítimos e Lógica de Programação";"1";"6";"4";"Prova Objetiva";" - "
"EGM1AN-BRA - Algorítimos e Lógica de Programação";"2";"3";"7";"Prova Objetiva";" - "
"EGM1AN-BRA - Algorítimos e Lógica de Programação";"3";"8";"2";"Prova Objetiva";" - "
"EGM1AN-BRA - Algorítimos e Lógica de Programação";"4";"1";"9";"Prova Objetiva";" - "
"EGM1AN-BRA - Algorítimos e Lógica de Programação";"5";"3";"7";"Prova Objetiva";" - "
"EGM1AN-BRA - Algorítimos e Lógica de Programação";"6";"4";"6";"Prova Objetiva";" - "
"EGM1AN-BRA - Algorítimos e Lógica de Programação";"7";"4";"6";"Prova Objetiva";" - "
"EGM1AN-BRA - Algorítimos e Lógica de Programação";"8";"7";"3";"Prova Objetiva";" - "
"EGM1AN-BRB - Algorítimos e Lógica de Programação";"1";"5";"5";"Prova Objetiva";" - "
"EGM1AN-BRB - Algorítimos e Lógica de Programação";"2";"0";"10";"Prova Objetiva";" - "
"EGM1AN-BRB - Algorítimos e Lógica de Programação";"3";"4";"6";"Prova Objetiva";" - "
"EGM1AN-BRB - Algorítimos e Lógica de Programação";"4";"4";"6";"Prova Objetiva";" - "
"EGM1AN-BRB - Algorítimos e Lógica de Programação";"5";"3";"7";"Prova Objetiva";" - "
"EGM1AN-BRB - Algorítimos e Lógica de Programação";"6";"3";"7";"Prova Objetiva";" - "
"EGM1AN-BRB - Algorítimos e Lógica de Programação";"7";"3";"7";"Prova Objetiva";" - "
"EGM1AN-BRB - Algorítimos e Lógica de Programação";"8";"7";"3";"Prova Objetiva";" - "
"ENC1AN-BRD - Algorítimos e Lógica de Programação";"1";"2";"6";"Prova Objetiva";" - "
"ENC1AN-BRD - Algorítimos e Lógica de Programação";"2";"4";"4";"Prova Objetiva";" - "
"ENC1AN-BRD - Algorítimos e Lógica de Programação";"3";"6";"2";"Prova Objetiva";" - "
"ENC1AN-BRD - Algorítimos e Lógica de Programação";"4";"4";"4";"Prova Objetiva";" - "
"ENC1AN-BRD - Algorítimos e Lógica de Programação";"5";"4";"4";"Prova Objetiva";" - "
"ENC1AN-BRD - Algorítimos e Lógica de Programação";"6";"1";"7";"Prova Objetiva";" - "
"ENC1AN-BRD - Algorítimos e Lógica de Programação";"7";"0";"8";"Prova Objetiva";" - "
"ENC1AN-BRD - Algorítimos e Lógica de Programação";"8";"3";"5";"Prova Objetiva";" - "
"EPR1AN-BRA - Algorítimos e Lógica de Programação";"1";"7";"6";"Prova Objetiva";" - "
"EPR1AN-BRA - Algorítimos e Lógica de Programação";"2";"9";"4";"Prova Objetiva";" - "
"EPR1AN-BRA - Algorítimos e Lógica de Programação";"3";"9";"4";"Prova Objetiva";" - "
"EPR1AN-BRA - Algorítimos e Lógica de Programação";"4";"5";"8";"Prova Objetiva";" - "
"EPR1AN-BRA - Algorítimos e Lógica de Programação";"5";"5";"8";"Prova Objetiva";" - "
"EPR1AN-BRA - Algorítimos e Lógica de Programação";"6";"5";"8";"Prova Objetiva";" - "
"EPR1AN-BRA - Algorítimos e Lógica de Programação";"7";"3";"10";"Prova Objetiva";" - "
"EPR1AN-BRA - Algorítimos e Lógica de Programação";"8";"7";"6";"Prova Objetiva";" - "
"EGM1AN-LVA - Algorítimos e Lógica de Programação";"1";"4";"9";"Prova Objetiva";" - "
"EGM1AN-LVA - Algorítimos e Lógica de Programação";"2";"3";"10";"Prova Objetiva";" - "
"EGM1AN-LVA - Algorítimos e Lógica de Programação";"3";"7";"6";"Prova Objetiva";" - "
"EGM1AN-LVA - Algorítimos e Lógica de Programação";"4";"5";"8";"Prova Objetiva";" - "
"EGM1AN-LVA - Algorítimos e Lógica de Programação";"5";"3";"10";"Prova Objetiva";" - "
"EGM1AN-LVA - Algorítimos e Lógica de Programação";"6";"5";"8";"Prova Objetiva";" - "
"EGM1AN-LVA - Algorítimos e Lógica de Programação";"7";"8";"5";"Prova Objetiva";" - "
"EGM1AN-LVA - Algorítimos e Lógica de Programação";"8";"9";"4";"Prova Objetiva";" - "
"EGM1AN-LVB - Algorítimos e Lógica de Programação";"1";"6";"5";"Prova Objetiva";" - "
"EGM1AN-LVB - Algorítimos e Lógica de Programação";"2";"5";"6";"Prova Objetiva";" - "
"EGM1AN-LVB - Algorítimos e Lógica de Programação";"3";"11";"0";"Prova Objetiva";" - "
"EGM1AN-LVB - Algorítimos e Lógica de Programação";"4";"8";"3";"Prova Objetiva";" - "
"EGM1AN-LVB - Algorítimos e Lógica de Programação";"5";"7";"4";"Prova Objetiva";" - "
"EGM1AN-LVB - Algorítimos e Lógica de Programação";"6";"7";"4";"Prova Objetiva";" - "
"EGM1AN-LVB - Algorítimos e Lógica de Programação";"7";"7";"4";"Prova Objetiva";" - "
"EGM1AN-LVB - Algorítimos e Lógica de Programação";"8";"6";"5";"Prova Objetiva";" - "
"ENC1AN-LVA - Algorítimos e Lógica de Programação";"1";"2";"8";"Prova Objetiva";" - "
"ENC1AN-LVA - Algorítimos e Lógica de Programação";"2";"3";"7";"Prova Objetiva";" - "
"ENC1AN-LVA - Algorítimos e Lógica de Programação";"3";"7";"3";"Prova Objetiva";" - "
"ENC1AN-LVA - Algorítimos e Lógica de Programação";"4";"1";"9";"Prova Objetiva";" - "
"ENC1AN-LVA - Algorítimos e Lógica de Programação";"5";"3";"7";"Prova Objetiva";" - "
"ENC1AN-LVA - Algorítimos e Lógica de Programação";"6";"3";"7";"Prova Objetiva";" - "
"ENC1AN-LVA - Algorítimos e Lógica de Programação";"7";"4";"6";"Prova Objetiva";" - "
"ENC1AN-LVA - Algorítimos e Lógica de Programação";"8";"4";"6";"Prova Objetiva";" - "
"ENC1AN-LVB - Algorítimos e Lógica de Programação";"1";"5";"7";"Prova Objetiva";" - "
"ENC1AN-LVB - Algorítimos e Lógica de Programação";"2";"2";"10";"Prova Objetiva";" - "
"ENC1AN-LVB - Algorítimos e Lógica de Programação";"3";"11";"1";"Prova Objetiva";" - "
"ENC1AN-LVB - Algorítimos e Lógica de Programação";"4";"3";"9";"Prova Objetiva";" - "
"ENC1AN-LVB - Algorítimos e Lógica de Programação";"5";"4";"8";"Prova Objetiva";" - "
"ENC1AN-LVB - Algorítimos e Lógica de Programação";"6";"5";"7";"Prova Objetiva";" - "
"ENC1AN-LVB - Algorítimos e Lógica de Programação";"7";"4";"8";"Prova Objetiva";" - "
"ENC1AN-LVB - Algorítimos e Lógica de Programação";"8";"4";"8";"Prova Objetiva";" - "
"ENC1AN-LVC - Algorítimos e Lógica de Programação";"1";"3";"4";"Prova Objetiva";" - "
"ENC1AN-LVC - Algorítimos e Lógica de Programação";"2";"2";"5";"Prova Objetiva";" - "
"ENC1AN-LVC - Algorítimos e Lógica de Programação";"3";"4";"3";"Prova Objetiva";" - "
"ENC1AN-LVC - Algorítimos e Lógica de Programação";"4";"1";"6";"Prova Objetiva";" - "
"ENC1AN-LVC - Algorítimos e Lógica de Programação";"5";"3";"4";"Prova Objetiva";" - "
"ENC1AN-LVC - Algorítimos e Lógica de Programação";"6";"1";"6";"Prova Objetiva";" - "
"ENC1AN-LVC - Algorítimos e Lógica de Programação";"7";"3";"4";"Prova Objetiva";" - "
"ENC1AN-LVC - Algorítimos e Lógica de Programação";"8";"4";"3";"Prova Objetiva";" - "
"EPR1AN-LVA - Algorítimos e Lógica de Programação";"1";"3";"8";"Prova Objetiva";" - "
"EPR1AN-LVA - Algorítimos e Lógica de Programação";"2";"2";"9";"Prova Objetiva";" - "
"EPR1AN-LVA - Algorítimos e Lógica de Programação";"3";"8";"3";"Prova Objetiva";" - "
"EPR1AN-LVA - Algorítimos e Lógica de Programação";"4";"2";"9";"Prova Objetiva";" - "
"EPR1AN-LVA - Algorítimos e Lógica de Programação";"5";"1";"10";"Prova Objetiva";" - "
"EPR1AN-LVA - Algorítimos e Lógica de Programação";"6";"1";"10";"Prova Objetiva";" - "
"EPR1AN-LVA - Algorítimos e Lógica de Programação";"7";"2";"9";"Prova Objetiva";" - "
"EPR1AN-LVA - Algorítimos e Lógica de Programação";"8";"5";"6";"Prova Objetiva";" - "
"EGM1BM- RJA - Algoritmos e Técnicas de Programação";"1";"0";"7";"Prova Objetiva";" - "
"EGM1BM- RJA - Algoritmos e Técnicas de Programação";"2";"1";"6";"Prova Objetiva";" - "
"EGM1BM- RJA - Algoritmos e Técnicas de Programação";"3";"5";"2";"Prova Objetiva";" - "
"EGM1BM- RJA - Algoritmos e Técnicas de Programação";"4";"0";"7";"Prova Objetiva";" - "
"EGM1BM- RJA - Algoritmos e Técnicas de Programação";"5";"0";"7";"Prova Objetiva";" - "
"EGM1BM- RJA - Algoritmos e Técnicas de Programação";"6";"0";"7";"Prova Objetiva";" - "
"EGM1BM- RJA - Algoritmos e Técnicas de Programação";"7";"5";"2";"Prova Objetiva";" - "
"EGM1BM- RJA - Algoritmos e Técnicas de Programação";"8";"0";"7";"Prova Objetiva";" - "
"ENC1BM-RJA - Algoritmos e Técnicas de Programação";"1";"4";"9";"Prova Objetiva";" - "
"ENC1BM-RJA - Algoritmos e Técnicas de Programação";"2";"7";"6";"Prova Objetiva";" - "
"ENC1BM-RJA - Algoritmos e Técnicas de Programação";"3";"9";"4";"Prova Objetiva";" - "
"ENC1BM-RJA - Algoritmos e Técnicas de Programação";"4";"4";"9";"Prova Objetiva";" - "
"ENC1BM-RJA - Algoritmos e Técnicas de Programação";"5";"9";"4";"Prova Objetiva";" - "
"ENC1BM-RJA - Algoritmos e Técnicas de Programação";"6";"6";"7";"Prova Objetiva";" - "
"ENC1BM-RJA - Algoritmos e Técnicas de Programação";"7";"9";"4";"Prova Objetiva";" - "
"ENC1BM-RJA - Algoritmos e Técnicas de Programação";"8";"6";"7";"Prova Objetiva";" - "
"EAM1BN-RJA - Algoritmos e Técnicas de Programação Teórica";"1";"0";"9";"Prova Objetiva";" - "
"EAM1BN-RJA - Algoritmos e Técnicas de Programação Teórica";"2";"2";"7";"Prova Objetiva";" - "
"EAM1BN-RJA - Algoritmos e Técnicas de Programação Teórica";"3";"8";"1";"Prova Objetiva";" - "
"EAM1BN-RJA - Algoritmos e Técnicas de Programação Teórica";"4";"2";"7";"Prova Objetiva";" - "
"EAM1BN-RJA - Algoritmos e Técnicas de Programação Teórica";"5";"2";"7";"Prova Objetiva";" - "
"EAM1BN-RJA - Algoritmos e Técnicas de Programação Teórica";"6";"3";"6";"Prova Objetiva";" - "
"EAM1BN-RJA - Algoritmos e Técnicas de Programação Teórica";"7";"4";"5";"Prova Objetiva";" - "
"EAM1BN-RJA - Algoritmos e Técnicas de Programação Teórica";"8";"7";"2";"Prova Objetiva";" - "
"ECA1BN-RJA - Algoritmos e Técnicas de Programação";"1";"3";"7";"Prova Objetiva";" - "
"ECA1BN-RJA - Algoritmos e Técnicas de Programação";"2";"3";"7";"Prova Objetiva";" - "
"ECA1BN-RJA - Algoritmos e Técnicas de Programação";"3";"7";"3";"Prova Objetiva";" - "
"ECA1BN-RJA - Algoritmos e Técnicas de Programação";"4";"1";"9";"Prova Objetiva";" - "
"ECA1BN-RJA - Algoritmos e Técnicas de Programação";"5";"6";"4";"Prova Objetiva";" - "
"ECA1BN-RJA - Algoritmos e Técnicas de Programação";"6";"4";"6";"Prova Objetiva";" - "
"ECA1BN-RJA - Algoritmos e Técnicas de Programação";"7";"6";"4";"Prova Objetiva";" - "
"ECA1BN-RJA - Algoritmos e Técnicas de Programação";"8";"7";"3";"Prova Objetiva";" - "
"ECP1BN-RJA - Algoritmos e Técnicas de Programação";"1";"4";"2";"Prova Objetiva";" - "
"ECP1BN-RJA - Algoritmos e Técnicas de Programação";"2";"5";"1";"Prova Objetiva";" - "
"ECP1BN-RJA - Algoritmos e Técnicas de Programação";"3";"4";"2";"Prova Objetiva";" - "
"ECP1BN-RJA - Algoritmos e Técnicas de Programação";"4";"4";"2";"Prova Objetiva";" - "
"ECP1BN-RJA - Algoritmos e Técnicas de Programação";"5";"2";"4";"Prova Objetiva";" - "
"ECP1BN-RJA - Algoritmos e Técnicas de Programação";"6";"3";"3";"Prova Objetiva";" - "
"ECP1BN-RJA - Algoritmos e Técnicas de Programação";"7";"3";"3";"Prova Objetiva";" - "
"ECP1BN-RJA - Algoritmos e Técnicas de Programação";"8";"6";"0";"Prova Objetiva";" - "
"ENC1BN-RJA - Algoritmos e Técnicas de Programação";"1";"2";"6";"Prova Objetiva";" - "
"ENC1BN-RJA - Algoritmos e Técnicas de Programação";"2";"5";"3";"Prova Objetiva";" - "
"ENC1BN-RJA - Algoritmos e Técnicas de Programação";"3";"7";"1";"Prova Objetiva";" - "
"ENC1BN-RJA - Algoritmos e Técnicas de Programação";"4";"2";"6";"Prova Objetiva";" - "
"ENC1BN-RJA - Algoritmos e Técnicas de Programação";"5";"5";"3";"Prova Objetiva";" - "
"ENC1BN-RJA - Algoritmos e Técnicas de Programação";"6";"6";"2";"Prova Objetiva";" - "
"ENC1BN-RJA - Algoritmos e Técnicas de Programação";"7";"3";"5";"Prova Objetiva";" - "
"ENC1BN-RJA - Algoritmos e Técnicas de Programação";"8";"6";"2";"Prova Objetiva";" - "
"ENE1BN-RJA - Algoritmos e Técnicas de Programação";"1";"2";"7";"Prova Objetiva";" - "
"ENE1BN-RJA - Algoritmos e Técnicas de Programação";"2";"2";"7";"Prova Objetiva";" - "
"ENE1BN-RJA - Algoritmos e Técnicas de Programação";"3";"5";"4";"Prova Objetiva";" - "
"ENE1BN-RJA - Algoritmos e Técnicas de Programação";"4";"2";"7";"Prova Objetiva";" - "
"ENE1BN-RJA - Algoritmos e Técnicas de Programação";"5";"0";"9";"Prova Objetiva";" - "
"ENE1BN-RJA - Algoritmos e Técnicas de Programação";"6";"3";"6";"Prova Objetiva";" - "
"ENE1BN-RJA - Algoritmos e Técnicas de Programação";"7";"1";"8";"Prova Objetiva";" - "
"ENE1BN-RJA - Algoritmos e Técnicas de Programação";"8";"3";"6";"Prova Objetiva";" - "
"ENQ1BN-RJA - Algoritmos e Técnicas de Programação";"1";"5";"4";"Prova Objetiva";" - "
"ENQ1BN-RJA - Algoritmos e Técnicas de Programação";"2";"6";"3";"Prova Objetiva";" - "
"ENQ1BN-RJA - Algoritmos e Técnicas de Programação";"3";"7";"2";"Prova Objetiva";" - "
"ENQ1BN-RJA - Algoritmos e Técnicas de Programação";"4";"2";"7";"Prova Objetiva";" - "
"ENQ1BN-RJA - Algoritmos e Técnicas de Programação";"5";"4";"5";"Prova Objetiva";" - "
"ENQ1BN-RJA - Algoritmos e Técnicas de Programação";"6";"4";"5";"Prova Objetiva";" - "
"ENQ1BN-RJA - Algoritmos e Técnicas de Programação";"7";"5";"4";"Prova Objetiva";" - "
"ENQ1BN-RJA - Algoritmos e Técnicas de Programação";"8";"7";"2";"Prova Objetiva";" - "
"EPR1BN-RJA - Algoritmos e Técnicas de Programação";"1";"9";"8";"Prova Objetiva";" - "
"EPR1BN-RJA - Algoritmos e Técnicas de Programação";"2";"7";"10";"Prova Objetiva";" - "
"EPR1BN-RJA - Algoritmos e Técnicas de Programação";"3";"14";"3";"Prova Objetiva";" - "
"EPR1BN-RJA - Algoritmos e Técnicas de Programação";"4";"5";"12";"Prova Objetiva";" - "
"EPR1BN-RJA - Algoritmos e Técnicas de Programação";"5";"7";"10";"Prova Objetiva";" - "
"EPR1BN-RJA - Algoritmos e Técnicas de Programação";"6";"6";"11";"Prova Objetiva";" - "
"EPR1BN-RJA - Algoritmos e Técnicas de Programação";"7";"11";"6";"Prova Objetiva";" - "
"EPR1BN-RJA - Algoritmos e Técnicas de Programação";"8";"11";"6";"Prova Objetiva";" - "
"EGM1BN-BRA - Algoritmos e Técnicas de Programação";"1";"5";"6";"Prova Objetiva";" - "
"EGM1BN-BRA - Algoritmos e Técnicas de Programação";"2";"5";"6";"Prova Objetiva";" - "
"EGM1BN-BRA - Algoritmos e Técnicas de Programação";"3";"9";"2";"Prova Objetiva";" - "
"EGM1BN-BRA - Algoritmos e Técnicas de Programação";"4";"1";"10";"Prova Objetiva";" - "
"EGM1BN-BRA - Algoritmos e Técnicas de Programação";"5";"9";"2";"Prova Objetiva";" - "
"EGM1BN-BRA - Algoritmos e Técnicas de Programação";"6";"6";"5";"Prova Objetiva";" - "
"EGM1BN-BRA - Algoritmos e Técnicas de Programação";"7";"7";"4";"Prova Objetiva";" - "
"EGM1BN-BRA - Algoritmos e Técnicas de Programação";"8";"8";"3";"Prova Objetiva";" - "
"ENC1BN-BRA - Algoritmos e Técnicas de Programação";"1";"2";"3";"Prova Objetiva";" - "
"ENC1BN-BRA - Algoritmos e Técnicas de Programação";"2";"0";"5";"Prova Objetiva";" - "
"ENC1BN-BRA - Algoritmos e Técnicas de Programação";"3";"3";"2";"Prova Objetiva";" - "
"ENC1BN-BRA - Algoritmos e Técnicas de Programação";"4";"2";"3";"Prova Objetiva";" - "
"ENC1BN-BRA - Algoritmos e Técnicas de Programação";"5";"2";"3";"Prova Objetiva";" - "
"ENC1BN-BRA - Algoritmos e Técnicas de Programação";"6";"0";"5";"Prova Objetiva";" - "
"ENC1BN-BRA - Algoritmos e Técnicas de Programação";"7";"3";"2";"Prova Objetiva";" - "
"ENC1BN-BRA - Algoritmos e Técnicas de Programação";"8";"5";"0";"Prova Objetiva";" - "
"EGM1BM- RJA - Cálculo";"1";"4";"2";"Prova Objetiva";" - "
"EGM1BM- RJA - Cálculo";"2";"5";"1";"Prova Objetiva";" - "
"EGM1BM- RJA - Cálculo";"3";"2";"4";"Prova Objetiva";" - "
"EGM1BM- RJA - Cálculo";"4";"4";"2";"Prova Objetiva";" - "
"EGM1BM- RJA - Cálculo";"5";"3";"3";"Prova Objetiva";" - "
"EGM1BM- RJA - Cálculo";"6";"0";"6";"Prova Objetiva";" - "
"EGM1BM- RJA - Cálculo";"7";"1";"5";"Prova Objetiva";" - "
"EGM1BM- RJA - Cálculo";"8";"4";"2";"Prova Objetiva";" - "
"ENC1BM-RJA - Cálculo";"1";"10";"1";"Prova Objetiva";" - "
"ENC1BM-RJA - Cálculo";"2";"9";"2";"Prova Objetiva";" - "
"ENC1BM-RJA - Cálculo";"3";"3";"8";"Prova Objetiva";" - "
"ENC1BM-RJA - Cálculo";"4";"4";"7";"Prova Objetiva";" - "
"ENC1BM-RJA - Cálculo";"5";"3";"8";"Prova Objetiva";" - "
"ENC1BM-RJA - Cálculo";"6";"4";"7";"Prova Objetiva";" - "
"ENC1BM-RJA - Cálculo";"7";"7";"4";"Prova Objetiva";" - "
"ENC1BM-RJA - Cálculo";"8";"5";"6";"Prova Objetiva";" - "
"EAM1AM-RJB - Cálculo Diferencial";"1";"4";"9";"Prova Objetiva";" - "
"EAM1AM-RJB - Cálculo Diferencial";"2";"9";"4";"Prova Objetiva";" - "
"EAM1AM-RJB - Cálculo Diferencial";"3";"6";"7";"Prova Objetiva";" - "
"EAM1AM-RJB - Cálculo Diferencial";"4";"3";"10";"Prova Objetiva";" - "
"EAM1AM-RJB - Cálculo Diferencial";"5";"5";"8";"Prova Objetiva";" - "
"EAM1AM-RJB - Cálculo Diferencial";"6";"3";"10";"Prova Objetiva";" - "
"EAM1AM-RJB - Cálculo Diferencial";"7";"6";"7";"Prova Objetiva";" - "
"EAM1AM-RJB - Cálculo Diferencial";"8";"4";"9";"Prova Objetiva";" - "
"ECA1AM-RJB - Cálculo Diferencial";"1";"3";"8";"Prova Objetiva";" - "
"ECA1AM-RJB - Cálculo Diferencial";"2";"4";"7";"Prova Objetiva";" - "
"ECA1AM-RJB - Cálculo Diferencial";"3";"4";"7";"Prova Objetiva";" - "
"ECA1AM-RJB - Cálculo Diferencial";"4";"2";"9";"Prova Objetiva";" - "
"ECA1AM-RJB - Cálculo Diferencial";"5";"5";"6";"Prova Objetiva";" - "
"ECA1AM-RJB - Cálculo Diferencial";"6";"2";"9";"Prova Objetiva";" - "
"ECA1AM-RJB - Cálculo Diferencial";"7";"8";"3";"Prova Objetiva";" - "
"ECA1AM-RJB - Cálculo Diferencial";"8";"4";"7";"Prova Objetiva";" - "
